%time,field.header.seq,field.header.stamp,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1372687591093452112,8105,1372687591090500646,-0.0862809587144,-0.0214174905796,0.643012693674,0.760678357149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00111029673163,-0.0562397034849,-0.0414943978994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643536,-1.60884,9.598104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687591195577240,8106,1372687591188498493,-0.0834577181317,-0.0247979167709,0.6421305585,0.761635226634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00128168810539,-0.0928921643648,-0.0334666565144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54936,-1.671624,9.660888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687591287320432,8107,1372687591286513243,-0.0808010931575,-0.0289902092758,0.641661084577,0.762169143728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0118107857707,-0.0951569809921,-0.0208900395752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.557208,-1.718712,9.65304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687591389238760,8108,1372687591384901787,-0.0792788182453,-0.0319989330524,0.641597912314,0.76226180291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0146003398911,-0.0642622640489,-0.00727055846278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.557208,-1.68732,9.73152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687591483780939,8109,1372687591482493978,-0.0797161085709,-0.033123823284,0.641505884306,0.76224560003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0219311598706,-0.0119070265027,-0.0022106522477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.463032,-1.710864,9.700128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687591586412341,8110,1372687591581461523,-0.0811627896387,-0.0343027526466,0.642263099453,0.761402675212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0371100115948,-0.00073988475153,0.0220431259165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3924,-1.64808,9.684432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687591678788431,8111,1372687591679473475,-0.0815801266341,-0.0367842646164,0.643158256734,0.760486066677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0425191811846,-0.0370413000064,0.024834486441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384552,-1.671624,9.723672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687591782497018,8112,1372687591777483632,-0.0820475578692,-0.040365756362,0.644316627558,0.75927260415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0526407849242,-0.0492572557678,0.0279759254922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.361008,-1.68732,9.645192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687591875442074,8113,1372687591875521886,-0.0814314017312,-0.0443394129803,0.645511841979,0.758101183968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0470479734406,-0.0764837176732,0.0293746563949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31392,-1.600992,9.65304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687591977930405,8114,1372687591973474027,-0.0799170461109,-0.0491104303401,0.647026606837,0.756675624966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0397156006956,-0.0932385089575,0.0326889570031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.227592,-1.600992,9.629496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687592072332235,8115,1372687592071643430,-0.0777237224633,-0.0540645591041,0.649121312978,0.75476987715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0348297666808,-0.114881320394,0.0501446010233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125568,-1.64808,9.6138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687592174137523,8116,1372687592169482130,-0.0749684328007,-0.0596362386818,0.651257025185,0.75278651706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035527141127,-0.136871084575,0.0513707363219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047088,-1.671624,9.637344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687592267832841,8117,1372687592267508706,-0.0713843102154,-0.0666248056088,0.654047492973,0.750124851253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0372722549119,-0.153276301669,0.0597538400981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062784,-1.718712,9.700128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687592371542846,8118,1372687592365505999,-0.0685737854751,-0.0720619805983,0.656758168179,0.747511481804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031693674841,-0.135122376525,0.0670960830434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094176,-1.828584,9.53532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687592463661875,8119,1372687592463481787,-0.0671963724173,-0.0759796679216,0.659409086332,0.744910326455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0302972668749,-0.0818924716067,0.063609308876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1962,-1.867824,9.57456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687592565752539,8120,1372687592561759128,-0.0670917705073,-0.0784041060676,0.661812835769,0.742533003235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0330894665023,-0.0478617472548,0.0681453864424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282528,-1.891368,9.558864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687592657811899,8121,1372687592659514303,-0.0673044641934,-0.0811581300665,0.663864757502,0.740383043276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0386779283682,-0.0433207233506,0.0524486671129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219744,-2.016936,9.645192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687592761749870,8122,1372687592757512173,-0.0698908961338,-0.0817633011129,0.665150577343,0.738921331867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0494997988354,0.0233439372286,0.0430183354765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321768,-2.071872,9.621648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687592854562937,8123,1372687592855543690,-0.0721729827519,-0.0825473851615,0.666370052628,0.737514706785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0428680802138,0.0146202496507,0.03638934309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23544,-2.142504,9.684432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687592957149267,8124,1372687592952522879,-0.0756283916657,-0.0815265276115,0.66728565253,0.736453413053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040080410641,0.0631402412428,0.035518627302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164808,-2.228832,9.53532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687593059676556,8125,1372687593051587251,-0.080118760413,-0.0796280415613,0.668043568422,0.735498572342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0397314657648,0.0840787243726,0.0321935013614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211896,-2.299464,9.660888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687593153089711,8126,1372687593149550535,-0.0845566720079,-0.0782232762367,0.66829727477,0.734921792307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0500272746906,0.0847787958644,0.0210227237157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102024,-2.323008,9.676584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687593254756040,8127,1372687593248551185,-0.088574479979,-0.0783023449107,0.668205403787,0.734523548041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0596283755834,0.0521392808524,0.00966962907233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11772,-2.39364,9.582408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687593356331515,8128,1372687593346503214,-0.0899110984866,-0.0817596196405,0.667887444304,0.734273600715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0655586829438,-0.0316331315803,-0.00517001944828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109872,-2.401488,9.629496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687593449229053,8129,1372687593444846698,-0.0900258302545,-0.0870330350179,0.66787273791,0.733666550048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07079748814,-0.0743903832001,-0.00167478348359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102024,-2.487816,9.464688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687593552395365,8130,1372687593543442765,-0.089477372083,-0.0924987306349,0.667880338914,0.733057731429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070967914828,-0.0944661402378,-0.0022081529052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298224,-2.487816,9.488232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687593644923388,8131,1372687593641469801,-0.0895755276722,-0.0974787320899,0.667942198368,0.732343731639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.067305191437,-0.0719381053435,-0.00129705749838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047088,-2.558448,9.331272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687593747102475,8132,1372687593739481949,-0.0931173916921,-0.0976864451963,0.66771989887,0.732076940248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0603224388313,0.0481307340153,0.00497671294325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102024,-2.574144,9.276336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687593840915729,8133,1372687593837505843,-0.098948784116,-0.0948982792555,0.667079610795,0.732262417155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0474050785508,0.116541544173,0.00322222551738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141264,-2.62908,9.433296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687593943942337,8134,1372687593935533284,-0.104162626423,-0.0898189480372,0.66654855402,0.732663448634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00901501731567,0.15807858676,0.00635832524909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054936,-2.738952,9.362664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687594036295576,8135,1372687594034494747,-0.108355840213,-0.0853029437845,0.666047979532,0.7330501406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00202144416564,0.122118693294,0.00563593721387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15696,-2.558448,9.558864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687594138376952,8136,1372687594132506444,-0.107526276663,-0.0858255068991,0.665523563811,0.733587396433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00565251747644,-0.0178424170439,-0.018784580596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.109872,-2.644776,9.558864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687594230481588,8137,1372687594230526097,-0.105491950034,-0.0841471686484,0.664959969976,0.734587599144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0527661996609,0.00117684292429,-0.0201879646144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015696,-2.7468,9.433296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687594333738554,8138,1372687594329655128,-0.101751175188,-0.0824192404014,0.664410344346,0.735807489419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782419369367,-0.0206306415133,-0.0271489722677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.219744,-2.754648,9.370512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687594435071370,8139,1372687594427492971,-0.0992516127091,-0.0796437608989,0.663983677018,0.736838968417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0829612429413,0.0114782517005,-0.0205266404469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.102024,-2.558448,9.346968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687594526959004,8140,1372687594525487007,-0.0971065667164,-0.076239556432,0.663772302669,0.737674843644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848901813522,0.0257899802369,-0.012148830557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125568,-2.39364,9.598104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687594629205490,8141,1372687594624505776,-0.0959462344752,-0.0695020374588,0.663769306518,0.738494478384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096406702828,0.0764015081665,6.86716540383e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.149112,-2.323008,9.53532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687594732124115,8142,1372687594722516415,-0.0954179574984,-0.0629110924074,0.664021253489,0.738927183661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104433057597,0.0983904488926,0.0110561246332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.172656,-2.268072,9.551016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687594824847048,8143,1372687594821904872,-0.0935821985913,-0.0571663338612,0.664907192848,0.738832056206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101640668516,0.0580698967826,0.0239574636974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11772,-2.173896,9.598104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687594917072439,8144,1372687594919478688,-0.0909809177148,-0.0542756853429,0.665603911735,0.73874762624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0843618583963,0.00763897893733,0.0157658784334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31392,-2.103264,9.65304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687595022214811,8145,1372687595017906599,-0.0873428272656,-0.0523047761122,0.666431794958,0.73858249613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768575850265,-0.0195889154318,0.014365828523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.266832,-2.00124,9.605952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687595114780453,8146,1372687595115502789,-0.0837801412544,-0.051650847964,0.667096616809,0.738441048208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669102013224,-0.0422733866985,0.0101856959095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.337464,-1.930608,9.668736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687595217847310,8147,1372687595213516599,-0.0798938222674,-0.0513670536323,0.6672447503,0.738757636957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604493006441,-0.0457683465296,-0.00465473858783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1962,-1.938456,9.715824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687595321475062,8148,1372687595311677514,-0.0772050455462,-0.0520291413799,0.667324004768,0.738925586273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0335749569859,-0.0485589360748,-0.00482466099982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1962,-1.836432,9.684432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687595413379027,8149,1372687595410444662,-0.0743577477394,-0.0536603579141,0.667174125205,0.739236212585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199655289286,-0.0600777473763,-0.0114543877079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.149112,-1.742256,9.700128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687595516178313,8150,1372687595508460458,-0.0723950027708,-0.0551733225768,0.666648165134,0.739793952377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00949424003246,-0.0506533995899,-0.0212253992371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.102024,-1.734408,9.77076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687595608731049,8151,1372687595606475396,-0.0711686677173,-0.055866780999,0.665729729145,0.740687418044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00862186625619,-0.0234260662722,-0.0275052996621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.086328,-1.695168,9.629496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687595710409927,8152,1372687595704489424,-0.0699274270739,-0.0571718112993,0.664493752799,0.741815065517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011156542735,-0.0356432442104,-0.0407656084221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062784,-1.72656,9.69228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687595804706421,8153,1372687595802488137,-0.069158737759,-0.0584398096016,0.663228894498,0.742919437858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00551454558113,-0.0244753650995,-0.0348360983483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023544,-1.695168,9.700128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687595907475997,8154,1372687595900476451,-0.0697991318369,-0.0582247541436,0.661781118252,0.744166453641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00760889947459,0.016370382723,-0.0414552555381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.102024,-1.679472,9.582408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596000995677,8155,1372687595997501520,-0.0719776147537,-0.0557089723681,0.659827808949,0.745884036503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000421217753234,0.0690729528859,-0.0449516823956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031392,-1.663776,9.660888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596094356031,8156,1372687596095512044,-0.0731120673722,-0.0532749945702,0.657933420601,0.747622909369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166467017024,0.0606938866162,-0.0501926817152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03924,-1.757952,9.700128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596196671141,8157,1372687596193504277,-0.0732343059437,-0.0517165289114,0.655778450155,0.749611073412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185691957607,0.0299784918398,-0.0549074517568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.094176,-1.679472,9.629496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596298332108,8158,1372687596291518779,-0.0720324674188,-0.0502849834175,0.653989858171,0.75138539345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0409080420554,0.01165251199,-0.0540358193738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.094176,-1.68732,9.755064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596391847150,8159,1372687596390694637,-0.0705968648919,-0.0473316547119,0.65207480966,0.753375231698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0590556452036,0.0296302717383,-0.0505412673871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.141264,-1.671624,9.605952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596493080058,8160,1372687596487510340,-0.0686434410828,-0.0451062104666,0.650472534539,0.755075486017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646476007791,0.0139177890476,-0.0491534388672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054936,-1.522512,9.73152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596585991590,8161,1372687596585515038,-0.0650988194684,-0.043635138294,0.648663354491,0.757029702819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712790647899,-0.0185431770527,-0.0522937218095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070632,-1.459728,9.700128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596689697351,8162,1372687596683478825,-0.0612303294471,-0.0428977476283,0.647011122563,0.758806455748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737204113506,-0.0373908133857,-0.054038238791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062784,-1.428336,9.707976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596784132919,8163,1372687596781498967,-0.0575838397189,-0.0414175684648,0.645443966977,0.760506917732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0719720559145,-0.0199382968576,-0.0453079135989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031392,-1.41264,9.723672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596886062655,8164,1372687596879499002,-0.055937689568,-0.0382434551211,0.644122307511,0.761915261688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0726698634224,0.0331169997564,-0.0397213622489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015696,-1.349856,9.707976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687596978507149,8165,1372687596977499632,-0.0529916250374,-0.0363188003259,0.642931341452,0.76322481786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068655412204,-0.00545496333439,-0.0343151332851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007848,-1.287072,9.73152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687597083149709,8166,1372687597075482459,-0.0498116088844,-0.0348173089383,0.642000896227,0.764291441705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0726700870347,-0.0167960474389,-0.0308208301113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03924,-1.208592,9.700128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687597175376900,8167,1372687597173517533,-0.0465133022437,-0.0340230731872,0.64131948132,0.765106702418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0660373897503,-0.0304147146856,-0.0240206613884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086328,-1.161504,9.755064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687597279610288,8168,1372687597271511854,-0.0416627441408,-0.0349462299236,0.641189052414,0.765453836511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0615019666049,-0.0742188685203,-0.0104057090408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094176,-1.05948,9.786456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687597373204154,8169,1372687597369492320,-0.0369707973111,-0.0362217184164,0.641140769287,0.765675950529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576637027308,-0.0820739802858,-0.0083103649846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188352,-0.973152,9.715824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687597465294125,8170,1372687597467516272,-0.0322812710367,-0.0375220391661,0.641513003155,0.76551360726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541708435573,-0.0785790938244,0.00234660469783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172656,-0.965304,9.747216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372687597567768808,8171,1372687597565441850,-0.0292270591037,-0.0378663067612,0.642063581606,0.765157682444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457965716293,-0.0485602130337,0.0102010829662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227592,-0.871128,9.755064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
